#vertices,#edges,min_distance,death_rate,diameter_size,clique_number,med_degree,max_degree,density_loop,density_no_loop,avg_local_transitivity,transitivity,girth,radius,average_path_length
174,7222,200,200,6,66,124,124,0.47435139573070606,0.4798352268952229,0.8110826436798334,0.7922771718578365,3,3.0,1.663411069031958
