#vertices,#edges,min_distance,death_rate,diameter_size,clique_number,med_degree,max_degree,density_loop,density_no_loop,avg_local_transitivity,transitivity,girth,radius,average_path_length
79,129,25,250,8,7,9,9,0.040822784810126585,0.04186952288218111,0.6185858585858587,0.6625766871165644,3,1.0,2.316062176165803
