#vertices,#edges,min_distance,death_rate,diameter_size,clique_number,med_degree,max_degree,density_loop,density_no_loop,avg_local_transitivity,transitivity,girth,radius,average_path_length
102,1948,150,250,6,34,57,57,0.3708357129259471,0.3781789943700252,0.7915487313390411,0.7790400418999638,3,3.0,2.001747233546884
