#vertices,#edges,min_distance,death_rate,diameter_size,clique_number,med_degree,max_degree,density_loop,density_no_loop,avg_local_transitivity,transitivity,girth,radius,average_path_length
424,1542,25,50,37,11,24,24,0.01711431742508324,0.017195236183594274,0.554794699274814,0.5800979242810841,3,1.0,11.557146061744666
