#vertices,#edges,min_distance,death_rate,diameter_size,clique_number,med_degree,max_degree,density_loop,density_no_loop,avg_local_transitivity,transitivity,girth,radius,average_path_length
388,35227,200,100,5,130,280,280,0.46679299287096176,0.46920535975918376,0.7882035271520997,0.7631273917235865,3,2.0,1.634753190015717
