#vertices,#edges,min_distance,death_rate,diameter_size,clique_number,med_degree,max_degree,density_loop,density_no_loop,avg_local_transitivity,transitivity,girth,radius,average_path_length
174,5291,150,200,7,53,95,95,0.3475205254515599,0.35153810378047967,0.78887031544901,0.7720414653872216,3,1.0,1.987188511896382
