#vertices,#edges,min_distance,death_rate,diameter_size,clique_number,med_degree,max_degree,density_loop,density_no_loop,avg_local_transitivity,transitivity,girth,radius,average_path_length
461,17991,100,50,11,61,139,139,0.16894385441023185,0.16967839290766765,0.6898780114226707,0.6840634511886043,3,5.0,2.859728378760728
