#vertices,#edges,min_distance,death_rate,diameter_size,clique_number,med_degree,max_degree,density_loop,density_no_loop,avg_local_transitivity,transitivity,girth,radius,average_path_length
388,24096,150,100,7,99,197,197,0.31929610685606763,0.32094621593542716,0.7457486062001688,0.7255563334891131,3,3.0,2.024374650363622
