#vertices,#edges,min_distance,death_rate,diameter_size,clique_number,med_degree,max_degree,density_loop,density_no_loop,avg_local_transitivity,transitivity,girth,radius,average_path_length
345,1143,25,100,41,10,22,22,0.01915054033676803,0.019261880687563196,0.5909361715119527,0.5871951219512195,3,1.0,12.845602106179648
