#vertices,#edges,min_distance,death_rate,diameter_size,clique_number,med_degree,max_degree,density_loop,density_no_loop,avg_local_transitivity,transitivity,girth,radius,average_path_length
388,12950,100,100,10,57,124,124,0.1716004558344155,0.17248727989557527,0.6942768995583896,0.6927728474320242,3,5.0,2.8855590186206346
