#vertices,#edges,min_distance,death_rate,diameter_size,clique_number,med_degree,max_degree,density_loop,density_no_loop,avg_local_transitivity,transitivity,girth,radius,average_path_length
280,7371,100,150,11,45,98,98,0.1873665480427046,0.18870967741935482,0.7064177268333521,0.6990750399888727,3,5.0,2.913082437275986
