#vertices,#edges,min_distance,death_rate,diameter_size,clique_number,med_degree,max_degree,density_loop,density_no_loop,avg_local_transitivity,transitivity,girth,radius,average_path_length
452,5562,50,50,20,27,59,59,0.054328078298071854,0.05456900103997017,0.6355001347983656,0.6448922147466704,3,1.0,5.640157794866673
