#vertices,#edges,min_distance,death_rate,diameter_size,clique_number,med_degree,max_degree,density_loop,density_no_loop,avg_local_transitivity,transitivity,girth,radius,average_path_length
280,13391,150,150,7,81,148,148,0.3403914590747331,0.342831541218638,0.7625496064606244,0.7442015383874405,3,3.0,2.0186123911930363
